bench,bench_id,tw_id,cosine
tb2,qemu-alpine-ssh,tw_337582,0.2951
tb2,qemu-alpine-ssh,tw_132013,0.2950
tb2,qemu-alpine-ssh,tw_372929,0.2896
tb2,qemu-alpine-ssh,tw_119284,0.2807
tb2,qemu-alpine-ssh,tw_149970,0.2799
tb2,qemu-alpine-ssh,tw_112619,0.2776
tb2,qemu-alpine-ssh,tw_436604,0.2760
tb2,qemu-alpine-ssh,tw_11428,0.2742
tb2,qemu-startup,tw_245865,0.4876
tb2,qemu-startup,tw_141360,0.4651
tb2,qemu-startup,tw_186081,0.4614
tb2,qemu-startup,tw_101395,0.4503
tb2,qemu-startup,tw_754531,0.4385
tb2,qemu-startup,tw_132013,0.3785
tb2,qemu-startup,tw_126828,0.3621
tb2,qemu-startup,tw_337582,0.3463
tb2,qemu-startup,tw_119284,0.3433
tb2,qemu-startup,tw_436604,0.3374
tb2,qemu-startup,tw_103367,0.3270
tb2,qemu-startup,tw_11428,0.3245
tb2,qemu-startup,tw_252404,0.3239
tb2,qemu-startup,tw_14106,0.3226
tb2,qemu-startup,tw_582841,0.3071
tb2,qemu-startup,tw_133769,0.3030
tb2,qemu-startup,tw_112619,0.3026
tb2,qemu-startup,tw_101033,0.2972
tb2,qemu-startup,tw_587006,0.2963
tb2,qemu-startup,tw_585340,0.2905
tb2,query-optimize,tw_605047,0.4466
tb2,query-optimize,tw_326975,0.4304
tb2,query-optimize,tw_654258,0.4126
tb2,query-optimize,tw_220270,0.3900
tb2,query-optimize,tw_19002,0.3872
tb2,query-optimize,tw_510621,0.3834
tb2,query-optimize,tw_492423,0.3831
tb2,query-optimize,tw_220269,0.3660
tb2,query-optimize,tw_139449,0.3509
tb2,query-optimize,tw_7111,0.3462
tb2,query-optimize,tw_19432,0.3448
tb2,query-optimize,tw_187062,0.3371
tb2,query-optimize,tw_249297,0.3329
tb2,query-optimize,tw_46601,0.3265
tb2,query-optimize,tw_501071,0.3242
tb2,query-optimize,tw_522753,0.3233
tb2,query-optimize,tw_113202,0.3184
tb2,query-optimize,tw_16629,0.3101
tb2,query-optimize,tw_191978,0.3083
tb2,query-optimize,tw_82577,0.3064
tb2,raman-fitting,tw_438112,0.4511
tb2,raman-fitting,tw_276570,0.4410
tb2,raman-fitting,tw_123382,0.4172
tb2,raman-fitting,tw_474074,0.3813
tb2,raman-fitting,tw_306481,0.3690
tb2,raman-fitting,tw_615816,0.3672
tb2,raman-fitting,tw_6185,0.3645
tb2,raman-fitting,tw_340743,0.3553
tb2,raman-fitting,tw_14727,0.3552
tb2,raman-fitting,tw_259453,0.3548
tb2,raman-fitting,tw_615831,0.3533
tb2,raman-fitting,tw_449986,0.3521
tb2,raman-fitting,tw_628416,0.3506
tb2,raman-fitting,tw_12673,0.3504
tb2,raman-fitting,tw_545719,0.3502
tb2,raman-fitting,tw_474880,0.3492
tb2,raman-fitting,tw_629272,0.3487
tb2,raman-fitting,tw_256057,0.3486
tb2,raman-fitting,tw_576477,0.3474
tb2,raman-fitting,tw_100135,0.3468
tb2,regex-chess,tw_372371,0.5264
tb2,regex-chess,tw_753473,0.4240
tb2,regex-chess,tw_91304,0.4212
tb2,regex-chess,tw_11045,0.4035
tb2,regex-chess,tw_615831,0.3773
tb2,regex-chess,tw_240515,0.3685
tb2,regex-chess,tw_494670,0.3636
tb2,regex-chess,tw_143039,0.3588
tb2,regex-chess,tw_144971,0.3553
tb2,regex-chess,tw_341134,0.3466
tb2,regex-chess,tw_380466,0.3456
tb2,regex-chess,tw_474880,0.3444
tb2,regex-chess,tw_102792,0.3379
tb2,regex-chess,tw_380588,0.3359
tb2,regex-chess,tw_340743,0.3338
tb2,regex-chess,tw_341146,0.3285
tb2,regex-chess,tw_757069,0.3284
tb2,regex-chess,tw_238890,0.3271
tb2,regex-chess,tw_341125,0.3242
tb2,regex-chess,tw_229527,0.3238
tb2,regex-log,tw_262649,0.3600
tb2,regex-log,tw_97603,0.3131
tb2,regex-log,tw_316425,0.2998
tb2,regex-log,tw_137747,0.2899
tb2,regex-log,tw_582696,0.2810
tb2,regex-log,tw_354080,0.2793
tb2,regex-log,tw_11045,0.2772
tb2,regex-log,tw_306481,0.2771
tb2,regex-log,tw_100135,0.2612
tb2,regex-log,tw_330661,0.2501
tb2,regex-log,tw_316426,0.2468
tb2,regex-log,tw_6185,0.2334
tb2,regex-log,tw_494670,0.2248
tb2,regex-log,tw_6976,0.2244
tb2,regex-log,tw_310042,0.2237
tb2,regex-log,tw_507605,0.2158
tb2,regex-log,tw_277215,0.2155
tb2,regex-log,tw_21631,0.2149
tb2,regex-log,tw_462067,0.2100
tb2,regex-log,tw_15324,0.2077
tb2,reshard-c4-data,tw_9231,0.4316
tb2,reshard-c4-data,tw_1331,0.4167
tb2,reshard-c4-data,tw_299387,0.4095
tb2,reshard-c4-data,tw_435392,0.3850
tb2,reshard-c4-data,tw_119147,0.3835
tb2,reshard-c4-data,tw_125983,0.3804
tb2,reshard-c4-data,tw_101457,0.3760
tb2,reshard-c4-data,tw_124734,0.3752
tb2,reshard-c4-data,tw_617008,0.3723
tb2,reshard-c4-data,tw_229404,0.3594
tb2,reshard-c4-data,tw_320582,0.3574
tb2,reshard-c4-data,tw_233693,0.3574
tb2,reshard-c4-data,tw_441243,0.3563
tb2,reshard-c4-data,tw_254941,0.3499
tb2,reshard-c4-data,tw_339843,0.3426
tb2,reshard-c4-data,tw_12806,0.3392
tb2,reshard-c4-data,tw_613847,0.3341
tb2,reshard-c4-data,tw_627639,0.3304
tb2,reshard-c4-data,tw_162164,0.3292
tb2,reshard-c4-data,tw_425728,0.3291
tb2,rstan-to-pystan,tw_17238,0.4544
tb2,rstan-to-pystan,tw_157071,0.4474
tb2,rstan-to-pystan,tw_366394,0.4395
tb2,rstan-to-pystan,tw_530770,0.4392
tb2,rstan-to-pystan,tw_536409,0.4362
tb2,rstan-to-pystan,tw_5976,0.4339
tb2,rstan-to-pystan,tw_565602,0.4156
tb2,rstan-to-pystan,tw_569867,0.4130
tb2,rstan-to-pystan,tw_120575,0.4034
tb2,rstan-to-pystan,tw_30411,0.4007
tb2,rstan-to-pystan,tw_617008,0.3994
tb2,rstan-to-pystan,tw_504009,0.3871
tb2,rstan-to-pystan,tw_24569,0.3806
tb2,rstan-to-pystan,tw_686647,0.3768
tb2,rstan-to-pystan,tw_471679,0.3764
tb2,rstan-to-pystan,tw_126506,0.3760
tb2,rstan-to-pystan,tw_126385,0.3748
tb2,rstan-to-pystan,tw_707979,0.3747
tb2,rstan-to-pystan,tw_644238,0.3735
tb2,rstan-to-pystan,tw_219949,0.3734
tb2,sam-cell-seg,tw_4289,0.3236
tb2,sam-cell-seg,tw_105368,0.3028
tb2,sam-cell-seg,tw_103308,0.2737
tb2,sam-cell-seg,tw_588262,0.2614
tb2,sam-cell-seg,tw_274045,0.2476
tb2,sam-cell-seg,tw_6185,0.2435
tb2,sam-cell-seg,tw_718060,0.2419
tb2,sam-cell-seg,tw_366394,0.2374
tb2,sam-cell-seg,tw_487175,0.2355
tb2,sam-cell-seg,tw_101457,0.2352
tb2,sam-cell-seg,tw_21631,0.2296
tb2,sam-cell-seg,tw_331924,0.2270
tb2,sam-cell-seg,tw_18271,0.2266
tb2,sam-cell-seg,tw_565602,0.2244
tb2,sam-cell-seg,tw_473991,0.2237
tb2,sam-cell-seg,tw_11045,0.2201
tb2,sam-cell-seg,tw_347571,0.2164
tb2,sam-cell-seg,tw_733941,0.2154
tb2,sam-cell-seg,tw_30411,0.2133
tb2,sam-cell-seg,tw_104869,0.2119
tb2,sanitize-git-repo,tw_277043,0.5015
tb2,sanitize-git-repo,tw_41811,0.4711
tb2,sanitize-git-repo,tw_329715,0.4527
tb2,sanitize-git-repo,tw_379693,0.4332
tb2,sanitize-git-repo,tw_361500,0.4065
tb2,sanitize-git-repo,tw_16895,0.3918
tb2,sanitize-git-repo,tw_339953,0.3767
tb2,sanitize-git-repo,tw_244302,0.3740
tb2,sanitize-git-repo,tw_100278,0.3737
tb2,sanitize-git-repo,tw_158378,0.3734
tb2,sanitize-git-repo,tw_379895,0.3716
tb2,sanitize-git-repo,tw_313915,0.3681
tb2,sanitize-git-repo,tw_322195,0.3621
tb2,sanitize-git-repo,tw_702310,0.3608
tb2,sanitize-git-repo,tw_661947,0.3570
tb2,sanitize-git-repo,tw_44879,0.3570
tb2,sanitize-git-repo,tw_424753,0.3565
tb2,sanitize-git-repo,tw_230022,0.3559
tb2,sanitize-git-repo,tw_131625,0.3538
tb2,sanitize-git-repo,tw_28584,0.3520
tb2,schemelike-metacircular-eval,tw_730164,0.5154
tb2,schemelike-metacircular-eval,tw_138882,0.4826
tb2,schemelike-metacircular-eval,tw_229404,0.4696
tb2,schemelike-metacircular-eval,tw_143212,0.4633
tb2,schemelike-metacircular-eval,tw_460725,0.4564
tb2,schemelike-metacircular-eval,tw_11071,0.4484
tb2,schemelike-metacircular-eval,tw_6546,0.4286
tb2,schemelike-metacircular-eval,tw_256723,0.4267
tb2,schemelike-metacircular-eval,tw_479208,0.4244
tb2,schemelike-metacircular-eval,tw_739272,0.4230
tb2,schemelike-metacircular-eval,tw_739750,0.4220
tb2,schemelike-metacircular-eval,tw_18325,0.4201
tb2,schemelike-metacircular-eval,tw_679898,0.4191
tb2,schemelike-metacircular-eval,tw_532828,0.4160
tb2,schemelike-metacircular-eval,tw_617008,0.4090
tb2,schemelike-metacircular-eval,tw_419364,0.4018
tb2,schemelike-metacircular-eval,tw_494670,0.4017
tb2,schemelike-metacircular-eval,tw_479594,0.4003
tb2,schemelike-metacircular-eval,tw_474868,0.3991
tb2,schemelike-metacircular-eval,tw_740941,0.3974
tb2,sparql-university,tw_582963,0.5593
tb2,sparql-university,tw_156798,0.4292
tb2,sparql-university,tw_615327,0.3905
tb2,sparql-university,tw_526185,0.3803
tb2,sparql-university,tw_259453,0.3776
tb2,sparql-university,tw_492423,0.3646
tb2,sparql-university,tw_139449,0.3645
tb2,sparql-university,tw_7835,0.3490
tb2,sparql-university,tw_573750,0.3386
tb2,sparql-university,tw_123595,0.3351
tb2,sparql-university,tw_326975,0.3341
tb2,sparql-university,tw_501071,0.3322
tb2,sparql-university,tw_82577,0.3309
tb2,sparql-university,tw_28790,0.3290
tb2,sparql-university,tw_12330,0.3241
tb2,sparql-university,tw_245469,0.3233
tb2,sparql-university,tw_113202,0.3221
tb2,sparql-university,tw_7151,0.3206
tb2,sparql-university,tw_654258,0.3200
tb2,sparql-university,tw_122605,0.3151
tb2,sqlite-db-truncate,tw_326975,0.3995
tb2,sqlite-db-truncate,tw_505094,0.3435
tb2,sqlite-db-truncate,tw_220270,0.3378
tb2,sqlite-db-truncate,tw_654258,0.3265
tb2,sqlite-db-truncate,tw_605047,0.3062
tb2,sqlite-db-truncate,tw_563797,0.2915
tb2,sqlite-db-truncate,tw_187062,0.2909
tb2,sqlite-db-truncate,tw_123382,0.2860
tb2,sqlite-db-truncate,tw_139449,0.2815
tb2,sqlite-db-truncate,tw_220269,0.2701
tb2,sqlite-db-truncate,tw_16385,0.2683
tb2,sqlite-db-truncate,tw_220267,0.2635
tb2,sqlite-db-truncate,tw_438112,0.2551
tb2,sqlite-db-truncate,tw_550958,0.2489
tb2,sqlite-db-truncate,tw_492423,0.2280
tb2,sqlite-db-truncate,tw_123595,0.2267
tb2,sqlite-db-truncate,tw_438002,0.2166
tb2,sqlite-db-truncate,tw_7835,0.2166
tb2,sqlite-db-truncate,tw_449986,0.2139
tb2,sqlite-db-truncate,tw_615327,0.2121
tb2,sqlite-with-gcov,tw_605047,0.5078
tb2,sqlite-with-gcov,tw_220270,0.3760
tb2,sqlite-with-gcov,tw_441243,0.3714
tb2,sqlite-with-gcov,tw_20074,0.3599
tb2,sqlite-with-gcov,tw_14129,0.3475
tb2,sqlite-with-gcov,tw_654276,0.3379
tb2,sqlite-with-gcov,tw_311076,0.3375
tb2,sqlite-with-gcov,tw_245469,0.3351
tb2,sqlite-with-gcov,tw_326975,0.3316
tb2,sqlite-with-gcov,tw_16385,0.3230
tb2,sqlite-with-gcov,tw_125254,0.3167
tb2,sqlite-with-gcov,tw_122815,0.3161
tb2,sqlite-with-gcov,tw_203496,0.3126
tb2,sqlite-with-gcov,tw_28790,0.3096
tb2,sqlite-with-gcov,tw_89706,0.3087
tb2,sqlite-with-gcov,tw_116479,0.3059
tb2,sqlite-with-gcov,tw_621175,0.3049
tb2,sqlite-with-gcov,tw_723909,0.3045
tb2,sqlite-with-gcov,tw_443172,0.3041
tb2,sqlite-with-gcov,tw_10369,0.3039
tb2,torch-pipeline-parallelism,tw_718060,0.6016
tb2,torch-pipeline-parallelism,tw_668448,0.5406
tb2,torch-pipeline-parallelism,tw_565602,0.5239
tb2,torch-pipeline-parallelism,tw_293066,0.4605
tb2,torch-pipeline-parallelism,tw_536409,0.4361
tb2,torch-pipeline-parallelism,tw_530770,0.4323
tb2,torch-pipeline-parallelism,tw_25727,0.4003
tb2,torch-pipeline-parallelism,tw_668460,0.3926
tb2,torch-pipeline-parallelism,tw_519670,0.3833
tb2,torch-pipeline-parallelism,tw_127063,0.3820
tb2,torch-pipeline-parallelism,tw_47866,0.3796
tb2,torch-pipeline-parallelism,tw_326514,0.3711
tb2,torch-pipeline-parallelism,tw_326628,0.3682
tb2,torch-pipeline-parallelism,tw_157071,0.3677
tb2,torch-pipeline-parallelism,tw_419029,0.3657
tb2,torch-pipeline-parallelism,tw_502404,0.3652
tb2,torch-pipeline-parallelism,tw_680933,0.3642
tb2,torch-pipeline-parallelism,tw_147435,0.3613
tb2,torch-pipeline-parallelism,tw_119284,0.3609
tb2,torch-pipeline-parallelism,tw_366394,0.3597
tb2,torch-tensor-parallelism,tw_718060,0.5203
tb2,torch-tensor-parallelism,tw_668448,0.4504
tb2,torch-tensor-parallelism,tw_276570,0.4246
tb2,torch-tensor-parallelism,tw_251773,0.4238
tb2,torch-tensor-parallelism,tw_565602,0.4227
tb2,torch-tensor-parallelism,tw_293066,0.4158
tb2,torch-tensor-parallelism,tw_342042,0.4031
tb2,torch-tensor-parallelism,tw_338947,0.4020
tb2,torch-tensor-parallelism,tw_519670,0.3867
tb2,torch-tensor-parallelism,tw_536409,0.3614
tb2,torch-tensor-parallelism,tw_18325,0.3613
tb2,torch-tensor-parallelism,tw_30411,0.3586
tb2,torch-tensor-parallelism,tw_419029,0.3528
tb2,torch-tensor-parallelism,tw_502404,0.3526
tb2,torch-tensor-parallelism,tw_120669,0.3375
tb2,torch-tensor-parallelism,tw_530770,0.3334
tb2,torch-tensor-parallelism,tw_385269,0.3286
tb2,torch-tensor-parallelism,tw_337639,0.3253
tb2,torch-tensor-parallelism,tw_382534,0.3251
tb2,torch-tensor-parallelism,tw_326514,0.3211
tb2,train-fasttext,tw_323887,0.4524
tb2,train-fasttext,tw_12702,0.4468
tb2,train-fasttext,tw_615327,0.4419
tb2,train-fasttext,tw_12158,0.4255
tb2,train-fasttext,tw_556670,0.4249
tb2,train-fasttext,tw_127866,0.4158
tb2,train-fasttext,tw_668481,0.4095
tb2,train-fasttext,tw_17946,0.4091
tb2,train-fasttext,tw_85753,0.4068
tb2,train-fasttext,tw_474524,0.4066
tb2,train-fasttext,tw_101457,0.4048
tb2,train-fasttext,tw_188928,0.4036
tb2,train-fasttext,tw_357120,0.4007
tb2,train-fasttext,tw_6636,0.3988
tb2,train-fasttext,tw_473702,0.3966
tb2,train-fasttext,tw_220269,0.3945
tb2,train-fasttext,tw_326975,0.3909
tb2,train-fasttext,tw_529306,0.3895
tb2,train-fasttext,tw_17891,0.3880
tb2,train-fasttext,tw_494241,0.3862
tb2,tune-mjcf,tw_471679,0.5107
tb2,tune-mjcf,tw_157071,0.4194
tb2,tune-mjcf,tw_536409,0.3714
tb2,tune-mjcf,tw_565602,0.3597
tb2,tune-mjcf,tw_673903,0.3442
tb2,tune-mjcf,tw_366394,0.3387
tb2,tune-mjcf,tw_690306,0.3387
tb2,tune-mjcf,tw_419029,0.3359
tb2,tune-mjcf,tw_24569,0.3243
tb2,tune-mjcf,tw_251773,0.3173
tb2,tune-mjcf,tw_47866,0.3170
tb2,tune-mjcf,tw_126385,0.3166
tb2,tune-mjcf,tw_664703,0.3162
tb2,tune-mjcf,tw_125882,0.3139
tb2,tune-mjcf,tw_281692,0.3121
tb2,tune-mjcf,tw_144450,0.3118
tb2,tune-mjcf,tw_12930,0.3095
tb2,tune-mjcf,tw_525172,0.3056
tb2,tune-mjcf,tw_5976,0.3045
tb2,tune-mjcf,tw_27806,0.3041
tb2,video-processing,tw_240515,0.3165
tb2,video-processing,tw_101457,0.3158
tb2,video-processing,tw_229404,0.3104
tb2,video-processing,tw_12457,0.3093
tb2,video-processing,tw_34690,0.2937
tb2,video-processing,tw_191493,0.2792
tb2,video-processing,tw_533619,0.2748
tb2,video-processing,tw_588262,0.2728
tb2,video-processing,tw_217787,0.2706
tb2,video-processing,tw_6185,0.2643
tb2,video-processing,tw_473991,0.2597
tb2,video-processing,tw_352867,0.2557
tb2,video-processing,tw_143039,0.2547
tb2,video-processing,tw_615831,0.2494
tb2,video-processing,tw_11071,0.2475
tb2,video-processing,tw_12673,0.2468
tb2,video-processing,tw_229527,0.2434
tb2,video-processing,tw_419029,0.2424
tb2,video-processing,tw_574774,0.2408
tb2,video-processing,tw_154310,0.2389
tb2,vulnerable-secret,tw_740786,0.6304
tb2,vulnerable-secret,tw_122689,0.5964
tb2,vulnerable-secret,tw_644384,0.5480
tb2,vulnerable-secret,tw_42850,0.5290
tb2,vulnerable-secret,tw_425032,0.5265
tb2,vulnerable-secret,tw_286226,0.5203
tb2,vulnerable-secret,tw_693093,0.4942
tb2,vulnerable-secret,tw_461445,0.4913
tb2,vulnerable-secret,tw_130138,0.4845
tb2,vulnerable-secret,tw_672428,0.4838
tb2,vulnerable-secret,tw_229615,0.4736
tb2,vulnerable-secret,tw_21329,0.4724
tb2,vulnerable-secret,tw_42359,0.4693
tb2,vulnerable-secret,tw_166828,0.4673
tb2,vulnerable-secret,tw_12180,0.4629
tb2,vulnerable-secret,tw_95784,0.4622
tb2,vulnerable-secret,tw_609295,0.4577
tb2,vulnerable-secret,tw_682259,0.4499
tb2,vulnerable-secret,tw_124734,0.4467
tb2,vulnerable-secret,tw_679898,0.4462
tb2,winning-avg-corewars,tw_645040,0.4598
tb2,winning-avg-corewars,tw_500771,0.4587
tb2,winning-avg-corewars,tw_127063,0.4540
tb2,winning-avg-corewars,tw_293066,0.4471
tb2,winning-avg-corewars,tw_342042,0.4354
tb2,winning-avg-corewars,tw_694456,0.4315
tb2,winning-avg-corewars,tw_164864,0.4312
tb2,winning-avg-corewars,tw_437133,0.4278
tb2,winning-avg-corewars,tw_18325,0.4238
tb2,winning-avg-corewars,tw_17667,0.4201
tb2,winning-avg-corewars,tw_707767,0.4184
tb2,winning-avg-corewars,tw_510751,0.4123
tb2,winning-avg-corewars,tw_740941,0.4114
tb2,winning-avg-corewars,tw_127866,0.4076
tb2,winning-avg-corewars,tw_613847,0.4074
tb2,winning-avg-corewars,tw_717922,0.4063
tb2,winning-avg-corewars,tw_500710,0.4058
tb2,winning-avg-corewars,tw_380466,0.4051
tb2,winning-avg-corewars,tw_615831,0.4043
tb2,winning-avg-corewars,tw_7647,0.4020
tb2,write-compressor,tw_1331,0.5042
tb2,write-compressor,tw_9231,0.4737
tb2,write-compressor,tw_125983,0.4417
tb2,write-compressor,tw_730164,0.4396
tb2,write-compressor,tw_299387,0.4218
tb2,write-compressor,tw_277404,0.3879
tb2,write-compressor,tw_166828,0.3845
tb2,write-compressor,tw_12788,0.3757
tb2,write-compressor,tw_252292,0.3642
tb2,write-compressor,tw_197453,0.3613
tb2,write-compressor,tw_474817,0.3601
tb2,write-compressor,tw_613847,0.3590
tb2,write-compressor,tw_12702,0.3588
tb2,write-compressor,tw_120186,0.3514
tb2,write-compressor,tw_550958,0.3498
tb2,write-compressor,tw_609295,0.3476
tb2,write-compressor,tw_529306,0.3419
tb2,write-compressor,tw_474868,0.3417
tb2,write-compressor,tw_240491,0.3364
tb2,write-compressor,tw_534776,0.3358
tb_hard,tbh_task_fb2da3e652c57ac8,tw_479699,0.4588
tb_hard,tbh_task_fb2da3e652c57ac8,tw_166221,0.4555
tb_hard,tbh_task_fb2da3e652c57ac8,tw_94812,0.4458
tb_hard,tbh_task_fb2da3e652c57ac8,tw_272694,0.4397
tb_hard,tbh_task_fb2da3e652c57ac8,tw_94811,0.3768
tb_hard,tbh_task_fb2da3e652c57ac8,tw_94808,0.3730
tb_hard,tbh_task_fb2da3e652c57ac8,tw_272691,0.3573
tb_hard,tbh_task_fb2da3e652c57ac8,tw_486189,0.3560
tb_hard,tbh_task_fb2da3e652c57ac8,tw_247715,0.3468
tb_hard,tbh_task_fb2da3e652c57ac8,tw_116479,0.3428
tb_hard,tbh_task_fb2da3e652c57ac8,tw_166828,0.3406
tb_hard,tbh_task_fb2da3e652c57ac8,tw_116487,0.3310
tb_hard,tbh_task_fb2da3e652c57ac8,tw_12252,0.3255
tb_hard,tbh_task_fb2da3e652c57ac8,tw_9231,0.3171
tb_hard,tbh_task_fb2da3e652c57ac8,tw_435392,0.3167
tb_hard,tbh_task_fb2da3e652c57ac8,tw_233693,0.3127
tb_hard,tbh_task_fb2da3e652c57ac8,tw_339478,0.3006
tb_hard,tbh_task_fb2da3e652c57ac8,tw_513805,0.2988
tb_hard,tbh_task_fb2da3e652c57ac8,tw_12138,0.2986
tb_hard,tbh_task_fb2da3e652c57ac8,tw_425728,0.2969
tb_hard,tbh_task_8b3a71d1064b7be0,tw_117526,0.4244
tb_hard,tbh_task_8b3a71d1064b7be0,tw_605047,0.4187
tb_hard,tbh_task_8b3a71d1064b7be0,tw_345748,0.4036
tb_hard,tbh_task_8b3a71d1064b7be0,tw_6480,0.3932
tb_hard,tbh_task_8b3a71d1064b7be0,tw_220270,0.3908
tb_hard,tbh_task_8b3a71d1064b7be0,tw_240491,0.3900
tb_hard,tbh_task_8b3a71d1064b7be0,tw_234227,0.3830
tb_hard,tbh_task_8b3a71d1064b7be0,tw_320582,0.3818
tb_hard,tbh_task_8b3a71d1064b7be0,tw_550958,0.3712
tb_hard,tbh_task_8b3a71d1064b7be0,tw_220269,0.3693
tb_hard,tbh_task_8b3a71d1064b7be0,tw_92698,0.3673
tb_hard,tbh_task_8b3a71d1064b7be0,tw_544670,0.3656
tb_hard,tbh_task_8b3a71d1064b7be0,tw_10901,0.3652
tb_hard,tbh_task_8b3a71d1064b7be0,tw_326975,0.3610
tb_hard,tbh_task_8b3a71d1064b7be0,tw_501071,0.3566
tb_hard,tbh_task_8b3a71d1064b7be0,tw_7829,0.3505
tb_hard,tbh_task_8b3a71d1064b7be0,tw_435392,0.3484
tb_hard,tbh_task_8b3a71d1064b7be0,tw_288382,0.3465
tb_hard,tbh_task_8b3a71d1064b7be0,tw_16385,0.3457
tb_hard,tbh_task_8b3a71d1064b7be0,tw_461445,0.3434
tb_hard,tbh_task_30ee1bad124b54e4,tw_492335,0.4361
tb_hard,tbh_task_30ee1bad124b54e4,tw_112563,0.4146
tb_hard,tbh_task_30ee1bad124b54e4,tw_273458,0.3910
tb_hard,tbh_task_30ee1bad124b54e4,tw_15649,0.3890
tb_hard,tbh_task_30ee1bad124b54e4,tw_42359,0.3869
tb_hard,tbh_task_30ee1bad124b54e4,tw_576477,0.3769
tb_hard,tbh_task_30ee1bad124b54e4,tw_583354,0.3744
tb_hard,tbh_task_30ee1bad124b54e4,tw_122435,0.3698
tb_hard,tbh_task_30ee1bad124b54e4,tw_673903,0.3649
tb_hard,tbh_task_30ee1bad124b54e4,tw_631081,0.3631
tb_hard,tbh_task_30ee1bad124b54e4,tw_664703,0.3614
tb_hard,tbh_task_30ee1bad124b54e4,tw_425728,0.3610
tb_hard,tbh_task_30ee1bad124b54e4,tw_641475,0.3599
tb_hard,tbh_task_30ee1bad124b54e4,tw_306481,0.3597
tb_hard,tbh_task_30ee1bad124b54e4,tw_678586,0.3592
tb_hard,tbh_task_30ee1bad124b54e4,tw_425032,0.3555
tb_hard,tbh_task_30ee1bad124b54e4,tw_174589,0.3543
tb_hard,tbh_task_30ee1bad124b54e4,tw_380588,0.3523
tb_hard,tbh_task_30ee1bad124b54e4,tw_629272,0.3523
tb_hard,tbh_task_30ee1bad124b54e4,tw_229602,0.3520
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_100135,0.4907
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_6185,0.4354
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_11045,0.4344
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_12673,0.3653
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_380588,0.3441
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_252292,0.3378
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_730164,0.3328
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_7829,0.3301
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_104501,0.3278
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_486189,0.3272
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_262649,0.3251
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_23077,0.3163
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_6636,0.3067
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_101457,0.3029
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_1331,0.2973
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_150349,0.2961
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_522753,0.2946
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_447560,0.2942
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_494670,0.2922
tb_hard,tbh_task_9e4d1b21072cfe6b,tw_487175,0.2900
tb_hard,tbh_task_f0af33f7bec74d8b,tw_326975,0.4785
tb_hard,tbh_task_f0af33f7bec74d8b,tw_220270,0.4490
tb_hard,tbh_task_f0af33f7bec74d8b,tw_621364,0.4479
tb_hard,tbh_task_f0af33f7bec74d8b,tw_220269,0.4339
tb_hard,tbh_task_f0af33f7bec74d8b,tw_139449,0.4218
tb_hard,tbh_task_f0af33f7bec74d8b,tw_492423,0.4152
tb_hard,tbh_task_f0af33f7bec74d8b,tw_605047,0.3992
tb_hard,tbh_task_f0af33f7bec74d8b,tw_220267,0.3947
tb_hard,tbh_task_f0af33f7bec74d8b,tw_11045,0.3878
tb_hard,tbh_task_f0af33f7bec74d8b,tw_101457,0.3864
tb_hard,tbh_task_f0af33f7bec74d8b,tw_187062,0.3789
tb_hard,tbh_task_f0af33f7bec74d8b,tw_220704,0.3759
tb_hard,tbh_task_f0af33f7bec74d8b,tw_542219,0.3729
tb_hard,tbh_task_f0af33f7bec74d8b,tw_345748,0.3653
tb_hard,tbh_task_f0af33f7bec74d8b,tw_286149,0.3597
tb_hard,tbh_task_f0af33f7bec74d8b,tw_654258,0.3478
tb_hard,tbh_task_f0af33f7bec74d8b,tw_6185,0.3466
tb_hard,tbh_task_f0af33f7bec74d8b,tw_16629,0.3417
tb_hard,tbh_task_f0af33f7bec74d8b,tw_191978,0.3403
tb_hard,tbh_task_f0af33f7bec74d8b,tw_240515,0.3390
tb_hard,tbh_task_abd213d6446d851a,tw_476864,0.5382
tb_hard,tbh_task_abd213d6446d851a,tw_124186,0.5375
tb_hard,tbh_task_abd213d6446d851a,tw_126628,0.4994
tb_hard,tbh_task_abd213d6446d851a,tw_330661,0.4896
tb_hard,tbh_task_abd213d6446d851a,tw_454974,0.4840
tb_hard,tbh_task_abd213d6446d851a,tw_277404,0.4766
tb_hard,tbh_task_abd213d6446d851a,tw_713485,0.4627
tb_hard,tbh_task_abd213d6446d851a,tw_153917,0.4618
